名称：Rocksmith - Eric Johnson - Cliffs of Dover 	 发行日期：2013年1月15日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Blind Melon - No Rain 	 发行日期：2013年1月15日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Pearl Jam - Alive 	 发行日期：2013年1月15日 	 评级：None 	 评价详情：None 
名称：Assassin’s Creed® III – The Battle Hardened Pack 	 发行日期：2013年1月15日 	 评级：褒贬不一 	 评价详情：15 篇用户的游戏评测中有 53% 为好评。 
名称：Rocksmith - Santana Song Pack 	 发行日期：2013年1月8日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Santana Feat Rob Thomas - Smooth 	 发行日期：2013年1月8日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Santana - Black Magic Woman 	 发行日期：2013年1月8日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Santana - Oye Como Va 	 发行日期：2013年1月8日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Foo Fighters - Best of You 	 发行日期：2012年12月18日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Foo Fighters - Walk 	 发行日期：2012年12月18日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Foo Fighters - My Hero 	 发行日期：2012年12月18日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Foo Fighters - Times Likes These 	 发行日期：2012年12月18日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Foo Fighters - Wheels 	 发行日期：2012年12月18日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Foo Fighters - Song Pack 	 发行日期：2012年12月18日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Nickelback - Rockstar 	 发行日期：2012年12月11日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Nickelback - Bottoms Up 	 发行日期：2012年12月11日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Nickelback - How You Remind Me 	 发行日期：2012年12月11日 	 评级：None 	 评价详情：None 
名称：Assassin’s Creed® III – The Hidden Secrets Pack 	 发行日期：2012年12月12日 	 评级：褒贬不一 	 评价详情：59 篇用户的游戏评测中有 54% 为好评。 
名称：Rocksmith - Nickelback - 3 Song Pack 	 发行日期：2012年12月11日 	 评级：None 	 评价详情：None 
名称：Far Cry 3 	 发行日期：2012年11月28日 	 评级：特别好评 	 评价详情：41,458 篇用户的游戏评测中有 88% 为好评。 
名称：Rocksmith - Pantera - Cowboys From Hell 	 发行日期：2012年12月4日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Pantera - Domination 	 发行日期：2012年12月4日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Pantera - Walk 	 发行日期：2012年12月4日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Pantera 3-Song Pack 	 发行日期：2012年12月4日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Rick James - Super Freak 	 发行日期：2012年11月27日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Parliament - Give Up the Funk (Tear the Roof off Sucker) 	 发行日期：2012年11月27日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Chic - Good Times 	 发行日期：2012年11月27日 	 评级：None 	 评价详情：None 
名称：Assassin’s Creed® III 	 发行日期：2012年11月20日 	 评级：多半好评 	 评价详情：9,151 篇用户的游戏评测中有 74% 为好评。 
名称：Assassin’s Creed® III Season Pass 	 发行日期：2012年11月20日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Rush - Tom Sawyer 	 发行日期：2012年11月13日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Rush - Limelight 	 发行日期：2012年11月13日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Rush 5-Song Pack 	 发行日期：2012年11月13日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Rush - YYZ 	 发行日期：2012年11月13日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Rush - Red Barchetta 	 发行日期：2012年11月13日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Rush - Subdivisions 	 发行日期：2012年11月13日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Rush - Headlong Flight 	 发行日期：2012年11月13日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Avenged Sevenfold 3-Song Pack 	 发行日期：2012年10月30日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Avenged Sevenfold - Nightmare 	 发行日期：2012年10月30日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Avenged Sevenfold - Beast and the Harlot 	 发行日期：2012年10月30日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Avenged Sevenfold - Afterlife 	 发行日期：2012年10月30日 	 评级：None 	 评价详情：None 
名称：Tom Clancy's Ghost Recon Future Soldier - Arctic Strike DLC 	 发行日期：2012年9月19日 	 评级：None 	 评价详情：None 
名称：Tom Clancy's Ghost Recon Future Soldier - Season Pass 	 发行日期：2012年9月19日 	 评级：None 	 评价详情：None 
名称：Rocksmith™ 	 发行日期：2012年10月16日 	 评级：特别好评 	 评价详情：353 篇用户的游戏评测中有 90% 为好评。 
名称：Rocksmith - Megadeth - Symphony of Destruction 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Megadeth - Public Enemy No. 1 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Blue Oyster Cult - (Don't Fear) The Reaper 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Heart - Barracuda 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - David Bowie - Space Oddity 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - blink-182 - 3-Song Pack 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - 3 Doors Down - Kryptonite 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - B. B. King - The Thrill Is Gone 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Foster the People - Pumped Up Kicks 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Foster the People - Pumped Up Kicks 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Evanescence - Bring Me to Life 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Maroon 5 - This Love 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Judas Priest - Breaking the Law 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - The Offspring 3-Song Pack 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - My Chemical Romance - Na Na Na (Na Na Na Na Na) 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Pat Benatar - Hit Me With Your Best Shot 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - The Knack - My Sharona 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Lamb of God - Redneck 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - The Temptations - My Girl 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - The Allman Brothers Band - Whipping Post 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Twisted Sister - We're Not Gonna Take It 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Whitesnake - Is This Love 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - The Black Keys 3-Song Pack 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Europe - The Final Countdown 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Lynyrd Skynyrd - Free Bird 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Hidden Songs - Time Saver Pack 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - The Allman Brothers Band - Jessica 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Pearl Jam - Jeremy 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - My Chemical Romance 3-Song Pack 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Queen - Fat Bottomed Girls 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - David Bowie - The Man Who Sold The World 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Mountain - Mississippi Queen 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Gary Clark Jr. - Bright Lights 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Heavy Metal - Gear Pack 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Judas Priest - Painkiller 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Judas Priest 3-Song Pack 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - The Police - Roxanne 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - The Police - Message In A Bottle 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - The Police - Synchronicity II 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - The Police 3-Song Pack 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - The Offspring - Self Esteem 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - The Offspring - Gone Away 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - The Offspring - Come Out and Play 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - My Chemical Romance - Welcome to the Black Parade 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - My Chemical Romance - Planetary (GO!) 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Queen - Bohemian Rhapsody 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Queen - Stone Cold Crazy 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Queen - Keep Yourself Alive 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Queen - Killer Queen 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Queen 5-Song Pack 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Blue Oyster Cult - Godzilla 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Finger Eleven - Paralyzer 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Marvin Gaye - What's Going On 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Otis Redding - (Sittin' On) The Dock of the Bay 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Creedence Clearwater Revival - Born on the Bayou 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Iron Butterly - In-A-Gadda-Da-Vida 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Dobie Gray - Drift Away 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Grace Potter and the Nocturnals - Paris (Ooh La La) 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - The Shins - Caring is Creepy 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - My Chemical Romance - Welcome to the Black Parade 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - My Chemical Romance - Planetary (GO!) 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Queen - Bohemian Rhapsody 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Queen - Stone Cold Crazy 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Queen - Keep Yourself Alive 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Queen - Killer Queen 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Queen 5-Song Pack 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Blue Oyster Cult - Godzilla 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Finger Eleven - Paralyzer 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Marvin Gaye - What's Going On 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Otis Redding - (Sittin' On) The Dock of the Bay 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Creedence Clearwater Revival - Born on the Bayou 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Iron Butterly - In-A-Gadda-Da-Vida 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Dobie Gray - Drift Away 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Grace Potter and the Nocturnals - Paris (Ooh La La) 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - The Shins - Caring is Creepy 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Guitarcade - Time Saver Pack 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Heavy Metal - Gear Pack 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Tone Customization - Time Saver Pack 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - The Black Keys - Tighten Up 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Radiohead - Bodysnatchers 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Boston - More Than a Feeling 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - T. Rex - 20th Century Boy 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Guitars and Basses - Time Saver Pack 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - Venues - Time Saver Pack 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Rocksmith - T. Rex - 20th Century Boy 	 发行日期：2012年10月16日 	 评级：None 	 评价详情：None 
名称：Anno 2070™ - Deep Ocean 	 发行日期：2012年10月4日 	 评级：好评 	 评价详情：10 篇用户的游戏评测中有 90% 为好评。 
名称：Might & Magic: Heroes VI - Danse Macabre Adventure Pack 	 发行日期：2012年9月27日 	 评级：褒贬不一 	 评价详情：10 篇用户的游戏评测中有 40% 为好评。 
名称：Rocksmith™ Demo 	 发行日期：2012年9月27日 	 评级：None 	 评价详情：None 
名称：I Am Alive 	 发行日期：2012年9月6日 	 评级：褒贬不一 	 评价详情：1,733 篇用户的游戏评测中有 64% 为好评。 
名称：Babel Rising 	 发行日期：2012年8月7日 	 评级：褒贬不一 	 评价详情：64 篇用户的游戏评测中有 46% 为好评。 
名称：Might & Magic: Heroes VI - Pirates of the Savage Sea Adventure Pack 	 发行日期：2012年7月12日 	 评级：褒贬不一 	 评价详情：11 篇用户的游戏评测中有 45% 为好评。 
名称：Tom Clancy's Ghost Recon: Future Soldier™ 	 发行日期：2012年6月26日 	 评级：褒贬不一 	 评价详情：2,518 篇用户的游戏评测中有 66% 为好评。 
名称：Anno 2070™ - The Silent Running Package 	 发行日期：2012年5月14日 	 评级：None 	 评价详情：None 
名称：Anno 2070™  - The Nordamark Complete Package 	 发行日期：2012年5月14日 	 评级：None 	 评价详情：None 
名称：Anno 2070™  - The E.V.E. Package 	 发行日期：2012年5月14日 	 评级：None 	 评价详情：None 
名称：Anno 2070™  - The Nordamark Line Package 	 发行日期：2012年5月14日 	 评级：None 	 评价详情：None 
名称：Rayman® Origins 	 发行日期：2012年3月29日 	 评级：特别好评 	 评价详情：1,270 篇用户的游戏评测中有 92% 为好评。 
名称：Assassin's Creed Revelations - Gold Edition 	 发行日期：2012年3月29日 	 评级：特别好评 	 评价详情：5,401 篇用户的捆绑包游戏评测中有 85% 为好评。 
名称：Anno 2070™ - The Central Statistical Package 	 发行日期：2012年3月26日 	 评级：None 	 评价详情：None 
名称：Anno 2070™ - The Crisis Response Package 	 发行日期：2012年3月26日 	 评级：None 	 评价详情：None 
名称：Anno 2070™ - The Financial Crisis Package 	 发行日期：2012年3月26日 	 评级：None 	 评价详情：None 
名称：Anno 2070™ - The Distrust Series Package 	 发行日期：2012年3月26日 	 评级：None 	 评价详情：None 
名称：Rayman Origins Demo 	 发行日期：2012年2月29日 	 评级：None 	 评价详情：None 
名称：Assassin's Creed® Revelations - The Lost Archive 	 发行日期：2012年2月28日 	 评级：褒贬不一 	 评价详情：83 篇用户的游戏评测中有 54% 为好评。 
名称：Anno 2070™: The Development Package 	 发行日期：2012年2月13日 	 评级：None 	 评价详情：None 
名称：Anno 2070 - The Eden Complete Package 	 发行日期：2012年2月13日 	 评级：None 	 评价详情：None 
名称：Anno 2070™: The Keeper Package 	 发行日期：2012年2月13日 	 评级：None 	 评价详情：None 
名称：Assassin's Creed® Revelations - Mediterranean Traveler Map Pack 	 发行日期：2012年1月25日 	 评级：褒贬不一 	 评价详情：25 篇用户的游戏评测中有 56% 为好评。 
名称：Assassin's Creed Revelations - The Ancestors Character Pack 	 发行日期：2011年12月13日 	 评级：褒贬不一 	 评价详情：26 篇用户的游戏评测中有 57% 为好评。 
名称：Assassin's Creed® Revelations 	 发行日期：2011年11月29日 	 评级：特别好评 	 评价详情：5,267 篇用户的游戏评测中有 85% 为好评。 
名称：Anno 2070™ 	 发行日期：2011年11月17日 	 评级：褒贬不一 	 评价详情：7,946 篇用户的游戏评测中有 59% 为好评。 
名称：Might & Magic: Heroes VI 	 发行日期：2011年10月13日 	 评级：褒贬不一 	 评价详情：4,560 篇用户的游戏评测中有 47% 为好评。 
名称：Might & Magic: Clash of Heroes 	 发行日期：2011年9月22日 	 评级：特别好评 	 评价详情：799 篇用户的游戏评测中有 90% 为好评。 
名称：Might & Magic: Clash of Heroes - I Am the Boss DLC 	 发行日期：2011年9月21日 	 评级：None 	 评价详情：None 
名称：Might & Magic Clash of Heroes Demo 	 发行日期：2011年9月21日 	 评级：None 	 评价详情：None 
名称：From Dust 	 发行日期：2011年8月17日 	 评级：褒贬不一 	 评价详情：1,847 篇用户的游戏评测中有 63% 为好评。 
名称：The Settlers 7: Paths to a Kingdom™ The Two Kings DLC #4 	 发行日期：2011年4月28日 	 评级：None 	 评价详情：None 
名称：IL-2 Sturmovik: Cliffs of Dover 	 发行日期：2011年3月30日 	 评级：褒贬不一 	 评价详情：493 篇用户的游戏评测中有 65% 为好评。 
名称：Assassin’s Creed® Brotherhood 	 发行日期：2011年3月22日 	 评级：特别好评 	 评价详情：5,664 篇用户的游戏评测中有 87% 为好评。 
名称：Zeit² Demo 	 发行日期：2011年1月14日 	 评级：None 	 评价详情：None 
名称：Zeit² 	 发行日期：2011年1月12日 	 评级：多半好评 	 评价详情：20 篇用户的游戏评测中有 75% 为好评。 
名称：The Settlers 7: Downloadable Content Pack III 	 发行日期：2010年12月13日 	 评级：None 	 评价详情：None 
名称：Bloody Good Time 	 发行日期：2010年10月29日 	 评级：多半好评 	 评价详情：676 篇用户的游戏评测中有 76% 为好评。 
名称：The Settlers 7: Uncharted Land Map Pack 	 发行日期：2010年7月21日 	 评级：None 	 评价详情：None 
名称：Voodoo Dice 	 发行日期：2010年7月15日 	 评级：None 	 评价详情：None 
名称：Prince of Persia: The Forgotten Sands™ 	 发行日期：2010年6月8日 	 评级：褒贬不一 	 评价详情：613 篇用户的游戏评测中有 66% 为好评。 
名称：Prince of Persia: The Forgotten Sands™ Digital Deluxe Edition 	 发行日期：2010年6月10日 	 评级：None 	 评价详情：None 
名称：Tom Clancy's Splinter Cell Conviction Insurgency Pack 	 发行日期：2010年5月27日 	 评级：多半好评 	 评价详情：23 篇用户的游戏评测中有 73% 为好评。 
名称：Tom Clancy's Splinter Cell Conviction™ Deluxe Edition 	 发行日期：2010年4月29日 	 评级：多半好评 	 评价详情：1,558 篇用户的游戏评测中有 72% 为好评。 
名称：Tom Clancy's Splinter Cell Elite Echelon Edition 	 发行日期：2010年4月27日 	 评级：特别好评 	 评价详情：2,932 篇用户的捆绑包游戏评测中有 80% 为好评。 
名称：The Settlers 7: Paths to a Kingdom - Deluxe Gold Edition 	 发行日期：2010年3月24日 	 评级：褒贬不一 	 评价详情：65 篇用户的游戏评测中有 53% 为好评。 
名称：Assassin's Creed 2 Deluxe Edition 	 发行日期：2010年3月4日 	 评级：特别好评 	 评价详情：13,221 篇用户的游戏评测中有 83% 为好评。 
名称：Silent Hunter 5®: Battle of the Atlantic 	 发行日期：2010年3月 	 评级：褒贬不一 	 评价详情：955 篇用户的游戏评测中有 41% 为好评。 
名称：Dawn of Discovery Gold 	 发行日期：2010年2月25日 	 评级：特别好评 	 评价详情：488 篇用户的捆绑包游戏评测中有 87% 为好评。 
名称：Dawn of Discovery™: Venice 	 发行日期：2010年2月25日 	 评级：特别好评 	 评价详情：243 篇用户的游戏评测中有 86% 为好评。 
名称：Tom Clancy's Splinter Cell Chaos Theory® 	 发行日期：2009年8月27日 	 评级：特别好评 	 评价详情：1,485 篇用户的游戏评测中有 92% 为好评。 
名称：Call of Juarez: Bound in Blood Demo 	 发行日期：2009年8月13日 	 评级：None 	 评价详情：None 
名称：Brothers in Arms Pack 	 发行日期：2009年7月17日 	 评级：特别好评 	 评价详情：1,495 篇用户的捆绑包游戏评测中有 87% 为好评。 
名称：Call of Juarez®: Bound in Blood 	 发行日期：2009年6月30日 	 评级：特别好评 	 评价详情：1,013 篇用户的游戏评测中有 81% 为好评。 
名称：Dawn of Discovery™ 	 发行日期：2009年6月30日 	 评级：特别好评 	 评价详情：245 篇用户的游戏评测中有 89% 为好评。 
名称：Tom Clancy's EndWar™ 	 发行日期：2009年2月25日 	 评级：多半好评 	 评价详情：304 篇用户的游戏评测中有 71% 为好评。 
名称：Tom Clancy's Splinter Cell Double Agent® 	 发行日期：2009年2月13日 	 评级：褒贬不一 	 评价详情：630 篇用户的游戏评测中有 44% 为好评。 
名称：Driver® Parallel Lines 	 发行日期：2009年2月13日 	 评级：特别好评 	 评价详情：314 篇用户的游戏评测中有 89% 为好评。 
名称：Prince of Persia® 	 发行日期：2008年12月10日 	 评级：多半好评 	 评价详情：937 篇用户的游戏评测中有 77% 为好评。 
名称：Prince of Persia®: The Sands of Time 	 发行日期：2008年11月21日 	 评级：特别好评 	 评价详情：707 篇用户的游戏评测中有 86% 为好评。 
名称：Prince of Persia: Warrior Within™ 	 发行日期：2008年11月21日 	 评级：特别好评 	 评价详情：562 篇用户的游戏评测中有 85% 为好评。 
名称：Prince of Persia: The Two Thrones™ 	 发行日期：2008年11月21日 	 评级：多半好评 	 评价详情：335 篇用户的游戏评测中有 76% 为好评。 
名称：Far Cry® 2: Fortune's Edition 	 发行日期：2009年9月23日 	 评级：多半好评 	 评价详情：5,300 篇用户的游戏评测中有 75% 为好评。 
名称：The Settlers®: Rise Of An Empire Gold Edition 	 发行日期：2008年10月10日 	 评级：多半好评 	 评价详情：193 篇用户的游戏评测中有 70% 为好评。 
名称：Heroes of Might & Magic V: Tribes of the East 	 发行日期：2008年10月10日 	 评级：特别好评 	 评价详情：619 篇用户的游戏评测中有 92% 为好评。 
名称：Brothers in Arms: Earned in Blood™ 	 发行日期：2008年10月10日 	 评级：特别好评 	 评价详情：257 篇用户的游戏评测中有 84% 为好评。 
名称：Heroes of Might & Magic V: Hammers of Fate 	 发行日期：2008年10月10日 	 评级：多半好评 	 评价详情：79 篇用户的游戏评测中有 78% 为好评。 
名称：Brothers in Arms: Hell's Highway™ 	 发行日期：2008年10月8日 	 评级：特别好评 	 评价详情：686 篇用户的游戏评测中有 89% 为好评。 
名称：Tom Clancy's Rainbow Six® 3 Gold 	 发行日期：2008年9月25日 	 评级：特别好评 	 评价详情：704 篇用户的游戏评测中有 92% 为好评。 
名称：The Settlers®: Heritage of Kings 	 发行日期：2008年7月22日 	 评级：多半好评 	 评价详情：145 篇用户的游戏评测中有 78% 为好评。 
名称：Tom Clancy's Ghost Recon® 	 发行日期：2008年7月15日 	 评级：特别好评 	 评价详情：469 篇用户的游戏评测中有 91% 为好评。 
名称：Tom Clancy's Ghost Recon® Desert Siege™ 	 发行日期：2008年7月15日 	 评级：好评 	 评价详情：28 篇用户的游戏评测中有 92% 为好评。 
名称：Tom Clancy's Ghost Recon® Island Thunder™ 	 发行日期：2008年7月15日 	 评级：好评 	 评价详情：33 篇用户的游戏评测中有 90% 为好评。 
名称：Silent Hunter® III 	 发行日期：2008年6月13日 	 评级：特别好评 	 评价详情：611 篇用户的游戏评测中有 86% 为好评。 
名称：Silent Hunter®: Wolves of the Pacific U-Boat Missions 	 发行日期：2008年6月13日 	 评级：多半好评 	 评价详情：77 篇用户的游戏评测中有 77% 为好评。 
名称：Rayman Raving Rabbids™ 	 发行日期：2008年6月13日 	 评级：多半好评 	 评价详情：224 篇用户的游戏评测中有 73% 为好评。 
名称：Silent Hunter®: Wolves of the Pacific 	 发行日期：2008年6月13日 	 评级：褒贬不一 	 评价详情：294 篇用户的游戏评测中有 63% 为好评。 
名称：Petz® Horsez® 2 	 发行日期：2008年6月13日 	 评级：褒贬不一 	 评价详情：51 篇用户的游戏评测中有 58% 为好评。 
名称：Heroes of Might & Magic V 	 发行日期：2008年5月13日 	 评级：特别好评 	 评价详情：1,093 篇用户的游戏评测中有 87% 为好评。 
名称：Brothers in Arms: Road to Hill 30™ 	 发行日期：2008年5月13日 	 评级：特别好评 	 评价详情：552 篇用户的游戏评测中有 86% 为好评。 
名称：Beyond Good and Evil™ 	 发行日期：2008年5月13日 	 评级：特别好评 	 评价详情：1,580 篇用户的游戏评测中有 91% 为好评。 
名称：Cold Fear™ 	 发行日期：2008年5月13日 	 评级：特别好评 	 评价详情：225 篇用户的游戏评测中有 87% 为好评。 
名称：Tom Clancy's Rainbow Six Lockdown™ 	 发行日期：2008年5月13日 	 评级：褒贬不一 	 评价详情：125 篇用户的游戏评测中有 49% 为好评。 
名称：Tom Clancy's Rainbow Six® Vegas 2 	 发行日期：2008年4月16日 	 评级：特别好评 	 评价详情：2,345 篇用户的游戏评测中有 84% 为好评。 
名称：Trackmania United Forever Star Edition 	 发行日期：2008年4月16日 	 评级：好评如潮 	 评价详情：749 篇用户的游戏评测中有 95% 为好评。 
名称：TrackMania Nations Forever 	 发行日期：2008年4月16日 	 评级：特别好评 	 评价详情：8,253 篇用户的游戏评测中有 87% 为好评。 
名称：Assassin's Creed™: Director's Cut Edition 	 发行日期：2008年4月9日 	 评级：特别好评 	 评价详情：5,246 篇用户的游戏评测中有 82% 为好评。 
名称：Tom Clancy's Rainbow Six® Vegas 	 发行日期：2008年4月9日 	 评级：多半好评 	 评价详情：358 篇用户的游戏评测中有 77% 为好评。 
名称：Far Cry® 	 发行日期：2008年4月1日 	 评级：特别好评 	 评价详情：2,863 篇用户的游戏评测中有 84% 为好评。 
名称：Tom Clancy's Splinter Cell® 	 发行日期：2008年4月1日 	 评级：特别好评 	 评价详情：817 篇用户的游戏评测中有 85% 为好评。 
